b	家
cgyt	蘣 蘳
cgyq	荱
ckbs	莐
ckby	薾
ckpx	蔢
ckmp	萰
ckmq	蔫
ckfb	蔌 歎 歏 藾
ckfp	藻
ckfm	苛
ckff	囏
ckft	葍
ckfl	懃 戁
ckfg	艱
ckfk	荳
ckfh	勤
ckfj	觐 蓲
ckfq	燕 鷰
ckfx	嬊 斳
ckfz	藗
ckfc	厨
ckfs	覲
ckfr	臡
ckfv	堇 鄞 菫 酀
ckfw	難
ckdp	莱
ckdd	荚
ckdk	蓱
ckds	苹 菾
cktk	薑
cktw	蔆
cknp	茦 蕀
cknm	薀
cknd	莿
cknj	芚
ckns	菹
cknr	颟 萅 𬜯
cknw	蓛
cklk	蒞
cklj	范
cklv	荡
ckgd	蒎
ckgg	蒗
ckgj	苣
ckgq	鷨
ckgs	華
ckgr	荑
ckkb	黃
ckkp	蕖
ckkm	菏
ckkg	蒲
ckkj	菃
ckkc	薄
ckks	萍
ckhp	蒅
ckhf	萿
ckht	藩
ckhq	蘵
ckhc	藂
ckhr	萡
ckhv	菆
ckjb	貰
ckjp	枼 蒤
ckjd	蕍
ckjg	芅
ckjh	励 勚 勩
ckjz	迣
ckjr	贳
ckqg	莆
ckqq	茙
ckqc	蒪
ckqr	蓸
ckxn	葏
ckxk	茳
ckxh	莎
ckxx	萋 薸
ckxz	萐 藫
ckxv	蓡 薓
ckzg	蓒
ckzx	蔪 蘙 蘻
ckzz	蓮
ckzv	鿀
ckcf	菬
ckcz	蓫
ckcr	藸
ckcv	蕤
cksp	薻
ckst	葘
cksk	莖
cksh	葝
cksj	苉
ckss	萢
cksv	蔋
ckrb	顢
ckrp	萊 菄
ckrm	蕰 蘯
ckrn	蕅 蕐
ckrl	蕙
ckrk	荁
ckrq	虃
ckrc	蓴
ckrr	莢
ckrv	蕩
ckry	莄
ckvq	蔳
ckwf	落 薃
ckwh	蓅
ckwj	茫
ckym	蘫
ckyf	菭
ckyd	菿
ckyt	厔 荎
chpb	薭 蘈
chpp	厤 蔾
chpm	歷
chpf	磿 萂
chpd	莉
chpn	莠
chph	菞 萩 蕛
chpj	藒 蘒
chpq	蕱 蘓
chpx	萎
chpc	藊
chps	藜 萪 蒩
chpr	曆 萫
chpw	萟 薐
chpy	蘶
chml	蒠
chfn	萭
chfg	莵
chdb	薠
chdt	蕃
chdn	苸
chtm	蘆
chtl	藘
chnb	蓖
chnd	薁
chnl	蔥
chnk	蓾
chnq	莪
chns	蔖
chkz	蘧
chkc	薱
chhh	藀
chjp	薒
chzg	莛
chzv	蕿
chsk	厜 菙
chrb	願
chrp	藥 薬
chrl	愿
chrg	蔊
chrj	葩
chrq	蘤
chrx	原 厵
chrs	蔸 厡 菂 葲
chrr	藠
chrw	葟 薂
chvp	蘖 糵
chvn	孽
chvx	薛
chvz	躠
chvr	蒒 蘬
chys	蒰
cjpq	鷋
cjmb	萯
cjmr	薈
cjmv	蓃
cjfb	蘝
cjfd	剳
cjfn	葊
cjfc	蘥
cjfr	厱 薟
cjfw	蘞
cjdq	臧
cjtc	虋
cjnc	菕
cjnw	藑
cjlg	苺
cjlc	蒃
cjgm	荈
cjgf	茗
cjgl	葾
cjgg	茤 蕵
cjgj	苑
cjgr	苡
cjgv	茒
cjkb	藇
cjkd	蓟
cjkn	藓
cjks	葮
cjqp	蘇
cjqd	萮 薊
cjqn	蘚
cjqs	厩 蔇
cjcn	薢
cjcw	薝
cjsk	莶
cjsq	蕮
cjsw	蔹
cjrj	蔼
cjvx	蔡
cjvs	蔛
cjwp	檠
cjwn	擎
cjwl	憼
cjwq	驚
cjww	警
cjwy	蟼
cqbg	茏 厐
cqby	魇
cqmt	茬
cqmn	荐
cqmh	芽 厊
cqmq	黡
cqmw	蕥
cqfl	惹
cqfz	逽
cqfv	鄀
cqfy	蠚
cqds	靥
cqjg	厖
cqcd	蕽
cqrg	餍
cqvg	茇
cqvr	蔕
cxbr	菷
cxmb	萧
cxmm	蕭
cxfn	蒘
cxfk	蘁
cxfj	茝
cxfx	蕠
cxtw	薽
cxkf	茿
cxkx	蒆
cxhf	莙
cxhq	蔒
cxjd	萇
cxjg	厎 茋
cxxx	葌
cxxc	蕁
cxxs	蓼
cxxw	藋
cxcc	薅
cxsm	藎
cxsf	菇
cxrk	莁
cxvj	蓜
cxvq	蘸
cxvx	蔈
czbm	蕣
czbw	薆
czmb	藚
czmv	厏 苲
czft	薹
czfv	薣
czdw	薙
czln	莩
czlg	莚
czlj	薍
czlc	薵
czgv	萲
czhd	蒛
czhq	蔿
czjg	莓
czjx	蘩
czxn	蕼
czzx	蘨
czcs	藐
czcv	薶
czsq	蕪
czyd	蒵
ccmq	蕆
ccfq	葴
ccnb	蕨
ccnq	蒇
cclh	苈
cclj	苊
cclq	荿
ccgq	荗
cckp	葉
cckv	厪 蓳
cchm	藶
cchq	蒧
cchx	蒝
ccjq	藏
ccxq	葳
cccq	脋
cccc	茘
ccsb	萁
ccsj	葚
ccsq	蘛
ccsx	厮 藄
ccrn	厲
ccrh	勵
ccvd	莀
ccvc	蓐
ccyq	蔵
csbb	欺 歁
csbp	棊
csbf	碁
csbd	剘
csbt	基
csbn	荸
csbl	惎
csbg	戡 夦
csbh	勘 尠 葧
csbj	甚
csbq	朞
csbx	斯 綦
csbs	斟 卙
csbw	諅
csby	期 蜝 蟴
cspn	藕
cspr	藉
csmd	葜
csmx	蔧
csfy	葫
csdb	蕦
csdp	菊
csdh	蔷 蘠
csdz	莊
csdc	蔣
csng	萳
csnh	蒭
csnw	厰
cskt	蔔
cskg	葡
cskj	苠
csks	茪
csht	莥
cshg	莸
cshh	荻
cshq	获
cshr	蕏
cshv	蕕
csqd	萷
csqr	著
csxb	顣
csxl	慼
csxq	戚
csxz	蹙
csxv	菽
cszh	萄
cscb	蕡
csrp	蓁
csrn	菶
csrh	薔
csrr	萶
csvl	葱
csvg	茐
cswd	蘹
crbb	菎
crmv	蔓
crfx	蔞
crfw	藪
crdm	蓦
crdt	墓
crdn	摹
crdh	募
crdq	驀
crds	慕
crdr	幕 暮
crdv	鄚
crdw	謩
crdy	蟇
crtc	蒔
crnh	勱
crnz	邁 躉
crny	蠆
crlf	莟
crln	厚
crll	菍
crlg	苓
crlj	苍
crgs	蓽
crkv	蕞
crhf	萜
crqp	檿
crqt	壓
crqn	擪
crql	懕
crqg	饜
crqj	厴
crqq	厭 黶
crqx	嬮
crqs	靨
crqy	魘
crxf	蒼
crzv	葃
crsj	葛
crrt	莝
crrz	遳
crrs	葅
crrr	蕌
crrw	蓌
crvy	荟
crwf	厬
cvmb	蔶
cvfb	藬
cvlc	萨
cvlv	薩
cvkp	蔯
cvkm	蕴
cvkk	荭
cvkj	莼
cvkc	荮
cvks	药
cvhf	甛
cvhv	薌
cvjp	蒢
cvjf	唇
cvjd	辰
cvjq	脣
cvjc	辱
cvjv	鄏
cvjw	敐
cvjy	蜃
cvxp	蘗
cvxk	茎
cvxx	蒜
cvzm	蓝
cvzl	蘟
cvry	蔭
cvvp	蘭
cvvf	蔄
cvvl	蕄
cvvx	蔅
cvvr	蕳
cvvw	藺
cvvy	蕑
cvwv	蕯
cwbb	薧
cwbm	葶
cwfd	蘘
cwdk	虀
cwdv	薺
cwnb	藃
cwnp	藁 藳
cwnf	蒿
cwjl	莣
cwjh	荒
cwzv	蘐
cwsm	莑
cwsz	蓬
cwsr	藷
cwrd	蓑
cwrj	藹
cwrs	萃
cwvw	蕹
cwyp	虊
cwyt	蓄
cwyn	蓠
cwyq	荠
cwys	茺
cwyr	荄
cwyv	萕
cwyw	蘺
cybw	荾
cyps	蔱
cymh	蘍
cymj	萉
cymq	薰
cyfp	葈
cyff	蕎 蘦 虂
cydh	蕂
cydq	虅
cyds	藤
cydv	菔 薷
cynq	鴱
cynw	葼
cylh	苭 荕
cylw	藿
cygg	菚
cyks	荛
cyqr	莃
cyzm	藍
cyzv	葄
cysm	蘊 藴
cysn	蒳
cysk	葒
cysj	蒓 蕝
cysq	薫
cysx	蕬
cysz	蘕
cysc	葤 蒶
cyss	葯
cysv	董 蔠 藧 蘰
cyrg	蕶
cyvb	藖
cyvy	蕓
cyyd	蒯
cyyn	孶
cyyj	蘎
cyys	蔘
sbbt	悂
sbbk	悾
sbmb	愼
sbds	恽
sbtz	疐
sblm	懧
sbln	孛 鹁
sbll	愂
sblh	勃
sblq	鵓
sblv	郣
sbkk	愃
sbkz	惲
sbjj	惋
sbjy	愧
sbzd	愱
sbzz	懝
sbrl	慏
sbvx	悰
sbwf	愘
sbyx	索 慃
sbys	恱
sppz	憷
spmj	耙
spdb	頛
spdx	耧
spdw	耰
spnh	耡
spns	耝
splf	耪 耞
spln	耔
spgf	耱
spgr	耤
spkm	耓
spkj	耟
spht	耩
sphh	耮
spjf	耠
spjc	耣
spxh	耖
spch	耢
spcc	耨
spcv	耯
spsf	耥
sprn	耦
sprx	耬
spvb	耫
spvq	耕
spvy	耘
spwd	耲
spyf	耛
spyq	耗 耭
smbb	頿
smbd	惻
smmv	戄
smmw	懼
smdf	砉
smdd	剨
smtg	懌
smkd	懁
smjl	悳
smjj	艳
smcp	栔
smcf	䂮
smcd	契
smcn	挈 齧
smcl	恝
smcj	觢
smcx	㛃 絜
smcs	洯
smcy	蛪
smsl	慧
smsh	熭
smsx	彗
smvg	懻
sfbr	嘗
sfmb	賞 愪
sfmj	邕 悒
sfmq	黨
sfmw	雝
sffb	賷
sffp	懆
sffd	喪
sffj	愕
sffs	憚
sftd	劏
sftv	䣘
sfnq	鴣
sfnr	赏
sfgv	嘏
sfkd	悮
sfjd	悞
sfqh	牚
sfcv	甞
sfsb	憒
sfsr	愦
sfwd	裳
sfyn	鹕
sfyq	鶘 鶦
sdpm	憐
sdpq	鵴
sdmb	須 頾
sdmm	盨
sdmg	怀
sdmk	怌
sdmx	嬃
sdms	澃
sdmr	憎
sdfm	慻
sdfj	惓
sddn	牂
sddq	煭
sddx	憭
sdnd	愞
sdnx	媭
sdns	愐
sdnr	须
sdnw	懮
sdgm	牅
sdgh	悌
sdgx	斨
sdkm	牁
sdkd	丧
sdkg	懩
sdkh	啬 慊
sdjp	槳
sdjd	奬
sdjt	墏
sdjq	獎
sdjc	將
sdjs	漿
sdjv	醬
sdjy	螿
sdzd	裝 奘
sdzn	弉
sdzh	焋
sdzj	銺
sdzx	娤
sdcp	牃
sdsh	牆
sdsx	惭
sdrf	牄
sdrj	匎
sdrs	惮
sdvj	恗
sdyg	戕
stbw	㥄
stfq	懴
stdg	悻
stts	憢
stnq	鶅
stkd	愄
stkq	獣
stkz	疀
sthh	懗
snpk	悃
snfq	氅
snfr	幤
snfw	敞
sndg	南
sndj	惘
sndq	献
sndz	遖
sntf	惆
snkk	慖
snkx	憴
snhp	皺
snhh	芻
snhq	鶵
snhv	鄒
snhw	雛
snsb	惧 嗭
snsl	惪
snsk	怬
snss	矗
snrm	慍
snrd	恻
snyz	邋
snyy	巤
slnw	敩
slgm	忬
slgf	憰
slgn	悀
slgk	憕
slgh	愑
slkl	憶
slkz	慞
slkr	愔
slkv	憧
slhh	協 恊
slhq	愶
slhv	协
sljd	懰
slsm	愇
slvd	卖
slvj	觌
slwn	懏
slwq	憔
slwv	愯
sgpm	懡
sgpf	戂
sgdd	愵
sgny	悯
sgls	怺
sggb	懭
sggq	悷
sggc	惼
sghf	惦
sgxb	惞 懫
sgxm	慵
sgxs	慷
sgwy	惤
sgyb	黉
skbn	举 挙
skbw	誉
skmp	朄
skfb	懶
skfp	悚
skft	匐 愊
skfj	慪
skfq	惐
skfr	懒
skds	怦 匉 悿
sknj	忳
sknq	悈
skgj	怇
skgr	恞
skkj	愜 惬
skhh	懾
skhv	慑
skjp	敯
skjm	睯
skjd	刡
skjl	愍
skjq	怴 鴖
skjr	昬 暋
skjw	敃
skjy	蟁
skqg	匍 悑
skqc	博 愽
skqr	慒
skxg	恜
skxx	悽
skzx	慚
skzz	慩
sksb	兤 尡 黋
sksm	韑
sksz	輝
skss	辉
sksw	耀
skrl	憓
skrk	恒
skrj	愝
skrc	慱
skrr	悏
skwj	恇
skyt	恎
skyj	怄
skyr	慡
shbb	狖 獱
shbm	狞 獰
shbt	狴
shbl	猽
shbx	猔
shbc	狩
shbw	獙
shpd	悧
shpn	悸
shpk	猹
shph	愀
shmb	狽
shmm	猸
shmd	獧
shmg	猡
shmq	獁 獩
shmv	玃
shmw	玀
shmy	獨
shfm	狆
shfj	邫
shfq	狷
shfw	玁
shfy	独
shdm	猗 獈 獜
shdd	恌
shdt	憣
shdk	狉
shdx	獠
shds	猐
shdr	狮
shdv	猶 惴
shdw	獶 獿
shdy	獇
shtf	喾 悎
shtd	猿 猥
shtq	猬
shtz	慥
shts	獟
shty	猦
shnb	猠
shnd	懊
shnl	憁
shnx	狾
shns	狙
shnr	狈
shnv	狦
shlp	猱
shlm	猛
shlf	獝
shld	猴 猤
shlt	狃
shlh	峱
shlj	犯 犼
shlx	狲 猻
shlz	獐
shls	獍 忰
shlv	獞
shlw	慛 猚
shly	狡
shgb	獷 狔 獚
shgf	猧
shgg	狼
shgq	猾 狒 猏
shgx	猕 犿
shgc	猵
shgr	猎
shgv	猳
shgy	獼
shkb	獺
shkp	猍
shkd	狭
shkk	愷 狟
shkh	猀
shkq	狨 狘
shkx	獑
shkc	懅 猼
shkr	狹 獭 犻
shky	獮
shhm	獹
shhf	狧 獛
shhd	猁 狣
shht	猇
shhl	犰 悐
shhk	憈
shhh	憦
shhz	逖 狅
shhs	獆 獋 獔
shhr	獅 狛
shhv	狌 猯
shhw	獕 獥
shjp	狳
shjm	狰
shjd	㺄
shjn	獬 𬸚
shjk	猃
shjq	狱 獡
shjx	狝
shjc	猭
shjs	猊
shjr	獪 獫
shjv	狸 獀
shqf	匔
shqg	犹 匑 狵
shqh	犽
shzm	猙
shzf	狤
shzd	猘
shzl	犵
shzg	狿
shzh	猺
shzj	狏
shzv	猨
shcb	獗 猉
shcd	獏
shct	猫
shcj	獦
shcq	焘
shcx	獂 玂
shcc	獴
shcv	獲
shcw	獾
shsb	獖
shsp	橥 獉
shsf	恬 狜
shsd	猰
shsn	猟
shss	狍
shsr	猪 狥
shsy	獵 猢
shrb	猑
shrp	猓
shrf	猞 獊
shrg	狑 猂
shrk	狚
shrj	猲
shrr	猖
shrv	猩 獌
shrw	惶 憿
shry	狯
shvq	猜
shvx	狋
shvr	帮 幚
shvw	獓
shwf	狢
shwd	獽
shwt	犺
shwn	𫛭
shwq	獄 鵟 鸑
shwz	逛
shws	猝
shww	獤
shyf	獢
shyh	狕
shyq	獯
shys	狁
shyr	狶
shyv	獳
shyw	狻 猣
sjmd	愌
sjmr	懀
sjfr	憸
sjnc	惀
sjlb	慣
sjlr	惯
sjgg	恀
sjkb	懙
sjqd	愉
sjqg	憱
sjqs	慨
sjcn	懈
sjcj	恑
sjcw	憺
sjvx	憏
sqmt	恠
sqdp	愾
sqdn	揱
sqln	孝
sqlw	教
sqkf	耉
sqkt	耊
sqkj	考
sqjg	忧
sqxt	墯
sqxq	惰
sqcd	憹
sqsr	憯
sqrl	乽
sqrh	煑
sqrq	煮
sqrx	翥 斱
sqrs	殾 覩
sqrv	都
sxbc	兝
sxdp	憟
sxdr	兡
sxlf	悟
sxlk	恆
sxlh	勀 勊
sxkb	愩
sxhs	兛
sxjd	悵
sxjg	怟
sxjr	惛
sxxc	憳
sxxs	憀
sxxr	慴
sxcv	兣
sxsx	兢
sxvm	督
sxvd	裻
sxvl	惄
sxvj	錖
sxvx	慓
sxyq	兞
szbw	懓
szmv	怍
szff	憘
szft	懛
szfs	憉
szlm	韓
szlc	懤
szgv	愋
szkp	憡
szjg	悔
szxl	懚
szzl	乾
szzh	愮
szzq	鶾
szzw	雗
szsq	憮
szrp	榦
szrg	幹
szrx	翰
szrs	斡
szrv	慯
szrw	愎
szry	螒
szvd	韩
szyd	慀
szyg	戟
scbc	懞
scmb	賁 歕
scmm	懵
scmg	懜
scmq	懱
scmx	翸
scfl	憾
scfw	懽
scnd	愥
scnr	贲
sclw	厳
sckp	惵 枽
sckg	慲
sckh	懄
sckj	怈
scks	尭
sckv	慬
scjf	匒
sczv	鼖
scsl	憽
scsj	愖
scsq	慽
scrd	慔
scrq	懨
scwh	慌
scwj	恾
scyv	懂
ssbn	悖
ssbz	懥
ssml	懳
ssft	憆
ssfq	戃
ssnf	惝
ssgz	選
sskb	巺
sskj	怋
ssks	恍
sskr	惽
sshk	惱
sscb	憤
sscr	愤
ssrn	惸
ssrh	懎
ssvl	惚 愡
ssyn	恟 悩
srbb	惃
srpd	剿
srph	勦
srpv	鄛
srms	泰
srmv	慢
srfx	慺
srll	惗
srlg	怜
srlj	怆
srgl	亁
srgs	懪
srkd	奏
srkv	暢 愓
srhp	秦
srhv	惺
srjl	憃
srqn	鹡
srqq	鶺
srxf	愴
srxt	虩
srsg	戦
srsj	愒
srss	愰
srsv	惕
srrb	賫
srrl	惷
srrh	嗇
srrq	懺
srrr	赍
srry	蠢
svdb	頍
svdr	𫠆
svnn	甮
svnq	鳷
svlh	攰
svgl	怱
svgy	慅
svqq	憜
svxx	翅
svxc	攳
svvt	悭
svvv	惙
svvy	憫 憪
svyh	恸
svyx	愫
swmd	懷 懐
swfd	懹
swdv	懠
swlm	悙
swln	惇
swlw	憞
swhp	懍
swhk	憻
swhx	懔
swrs	悴
swyf	悋
swyt	慉
swyn	恼
sybw	悛
syff	憍
syds	惨
sydv	懦
synq	胷
synw	惾
sylh	怮
syhn	恈
syqr	悕
syqy	恡
syzm	懢
sysh	慟
syvt	慳
syys	慘
rbbn	鹍
rbbq	鵾
rbdx	曢
rbds	晕 晖
rbkk	暄
rbkz	暈 暉
rbkc	幏
rbjj	帵 晼
rbxq	鷃
rbsl	幰
rbrl	暝 幎
rbvs	晥
rbyx	暡
rpdb	顆
rpdr	颗
rpgx	晰
rphd	褁
rpjg	夥
rmtg	曎
rmsr	曙
rmvv	鄤
rmyw	曪
rfmq	氀 鷜
rfmx	婁
rfmz	遱
rfmw	數 甊
rffp	幧
rffs	幝 暺
rffw	曮
rfzj	暆
rfzz	暶
rdpm	暽
rdmb	幁 暊
rddx	暸
rdgh	晜
rdkk	暛
rdrj	晻
rdrz	暰
rdvj	晇
rdwt	暀
rdwq	曦
rtfg	舗
rtts	曉
rndb	顒
rndr	颙
rntf	晭
rngb	晪
rngx	晣
rnkk	幗
rnsh	勗
rnvm	帽
rnwk	帼
rlbs	晔
rlmb	貪
rlfb	頷
rlfr	颔
rlfy	曧
rlnq	鳹
rlnr	贪
rlld	帿
rllw	敜 雂
rlgb	領
rlgd	暌 刢
rlgn	鸰
rlgq	鴒
rlgx	翎
rlgr	领
rlgv	邻
rlgw	瓴
rlkb	曨
rlkq	幟
rlkx	帹
rlkz	幛 暲
rlkr	暗
rlkv	幢 曈
rlhd	昴
rljd	创
rljn	鸧
rljg	戗
rlxm	盦
rlxk	鿗
rlxr	韽
rlxv	酓
rlsm	幃 暐
rlvy	侌
rlwd	衾
rlwz	暹
rgms	暴
rgmv	暇
rgmy	曯
rgfm	舒
rgfg	舖
rgfq	鵨
rgfv	舘
rgdk	幈
rgls	昹
rggb	曠
rgkt	幄
rgqb	曊
rgzc	幮
rgsq	鷝
rgyb	曂
rkmp	暕
rkmw	晸
rkft	幅
rkfj	鼌
rknl	曬
rknj	旽
rknq	鴠
rknx	鼂
rkgh	煚
rkgj	昛
rkhh	朂
rkhv	最
rkjk	仺
rkjv	量
rkqg	晡
rkcj	暱
rksz	逿
rksv	昜
rksw	敭
rkrk	晅
rkrc	暷
rkyt	晊
rhmb	幀
rhmp	暞
rhms	曍
rhdd	晁 晀
rhdt	幡
rhtm	曥
rhtf	晧
rhnl	幒
rhnr	帧
rhgg	帲
rhkb	顕
rhkf	幞
rhkk	暟
rhkw	曗
rhrs	暤 暭
rhrw	曒
rhvg	戥
rjbz	餫
rjbv	館
rjby	餽
rjpk	餷
rjmq	饖
rjmw	饠
rjfb	饋
rjfy	蝕
rjdb	顥
rjdm	餰
rjdf	饍
rjdd	餪
rjdt	饈
rjdn	餴
rjdk	餅
rjdj	餣
rjdq	餻
rjdz	餸
rjdr	颢
rjtm	饁
rjtd	餵
rjts	饒
rjnd	饢
rjns	飷
rjlf	飼 餢
rjld	飹 餱
rjlt	餾
rjlz	餁
rjly	餃
rjgm	曻
rjgf	餹 饝
rjgq	餶
rjgx	飰
rjgw	饊
rjkp	餗
rjkm	飣
rjkg	餔
rjkk	餖
rjkh	餌
rjkj	飩 饇
rjkc	餺
rjhb	饡
rjhf	餂
rjhd	餆
rjhg	餠
rjhh	餤
rjhq	餓 飥
rjhx	餧
rjhz	飪
rjhw	餭
rjjp	餘
rjjf	餄
rjjt	饞
rjjj	餡
rjjc	餯
rjjv	餿
rjqp	餼
rjxd	餦
rjzf	饎
rjzk	饐
rjzh	飭
rjzj	饀
rjzx	餒
rjzr	飾
rjzv	飵
rjcm	饚
rjcf	餝
rjcd	饃
rjcc	饛
rjcv	饉
rjcw	幨 曕
rjcy	餀
rjsb	饙
rjsp	饓
rjst	饄
rjsn	餑
rjsg	饌
rjss	飽
rjsy	餬
rjrb	餛
rjrp	餜
rjrm	饂
rjrj	餲
rjrs	晩 飻 饆
rjrr	餩
rjrv	饅 餳
rjvx	暩
rjvv	餟
rjwf	餎
rjwd	餏 饟
rjwt	飳
rjwk	饘
rjyf	飴
rjyg	餞
rjyq	饑 餚
rjyr	餙
rjyw	餕
rqbg	昽
rqdp	暣
rqvg	帗
rxmb	飮
rxmz	曃
rxlf	晤
rxkb	幊
rxkd	昻
rxkh	昮
rxhf	倉
rxhd	創
rxhg	戧
rxhq	鶬
rxjd	帳
rxxq	毾
rxxz	遢
rxxw	曜
rxvx	幖
rzbk	曀
rzbv	暧
rzbw	曖
rzmv	昨
rzff	暿
rzdb	題
rzdr	题
rznq	鶗
rzlm	韙
rzlc	幬
rzgv	暖 㬊
rzjd	幯
rzjg	晦
rzxh	尟
rzzh	暚
rzsq	幠
rzvd	韪
rcbc	幪 曚
rcmq	幭
rcfq	照
rcdb	曓
rcnd	暎
rclq	晟 晠
rckp	幉
rckf	暵
rckg	暪
rckq	曣
rcks	曄 曅
rcjw	曔
rccn	曞
rcsb	帺
rcrd	幙 暯
rcvd	晨 帪
rcvq	鷐
rsmx	暳
rsfn	幥
rsfq	曭
rsng	暔
rskk	暅
rsks	晃 晄
rshc	帱
rsqr	暑 帾 暏
rscb	幩
rscs	暁
rsrb	歇
rsrn	鹖
rsrj	曷
rsrq	毼 鶡
rsrz	遏
rsrr	暙
rsvp	敡
rsvd	剔
rsvl	惖
rsvq	鶍
rsvz	逷
rrbx	暥
rrmm	歰 睂
rrmv	幔
rrtd	剉
rrtw	夎
rrns	俎
rrlf	晗
rrlg	昤
rrgs	曝
rrkh	耸
rrkq	韱
rrkv	暘
rrhv	暒
rrsj	幆 暍
rrss	幌
rrsr	龧
rrsv	晹
rrrd	曟
rrrs	傘 曑 曡
rrrv	曐
rvmb	幘
rvnr	帻
rvhv	曏
rvxt	畲
rvvp	幱
rvyd	刽
rvyv	郐
rwmf	晷
rwfd	曩
rwnf	暠
rwlw	暾
rwrs	晬
rwyn	禽
rwyr	晐
rwyw	㬚
rybk	曌
rybw	晙
rymq	曛
rydv	曘
rylw	曤
rygg	帴
ryks	晓
ryqr	晞
ryvy	曇
rywg	琞
ryyb	顯 歞
ryyq	㬎
ryys	幓
vbbt	陛
vbbr	階
vbjy	隗
vbvs	院
vmbg	貮
vmbh	勣
vmmm	骘
vmmh	陟
vmmq	騭
vmjt	虣
vmjn	鹉
vmjg	武
vmjq	鵡
vfmb	隕
vfnr	陨
vfsb	隤
vfsr	𬯎
vdpm	隣
vdmg	阫
vdnd	陾
vdnv	陑
vdkm	隘 陭
vdkt	墜
vdkh	隒
vdkj	鐆
vdkz	隧
vdkc	隊
vdqg	韨
vdzj	韬
vdrm	韫
vdvj	陓
vtbt	陸
vtbw	陵
vtdb	頚
vtts	隢
vtkd	隈
vnrh	𪟝
vlfc	夀
vlgk	隥
vlkb	隴
vlkf	陪
vlkz	障
vlkr	隌
vlcv	隡
vgfy	蚤
vggl	阸
vkbb	缤 纰 𬙂
vkbk	纻
vkbx	综
vkbz	绽
vkbc	纷
vkbs	𬘘 𬘫
vkbr	缩
vkbv	绾
vkby	隬
vkpp	𬘭
vkpm	缃
vkmd	缳
vkmt	𬙊
vkmh	缈
vkfp	缲
vkfm	阿
vkfh	缉
vkfj	绳
vkfq	绢
vkfx	娿
vkfz	缱
vkfr	缋
vkdb	练
vkdm	绮 缢 绗
vkdf	缮 辔
vkdd	陕
vkdn	绊
vkdh	绨 缣
vkdj	继 绔 绻
vkdx	缕 缭
vkds	缅
vkdr	缯
vktl	缌
vktx	缧
vktw	绫
vknf	绸 䌹
vkng	级
vknk	𬘡
vknj	陋
vknx	缨
vkns	组
vkny	纲
vklm	纾
vkld	缑
vklt	纽
vkll	𫄷
vkls	绿
vklr	缔
vklw	维
vkly	绞 缏
vkgm	纼
vkgq	绋
vkgc	编
vkgv	缠
vkkt	绖
vkkn	纡
vkkk	缰
vkkj	纯 陿
vkkq	绒
vkkc	缚
vkkr	缙
vkky	绠
vkhn	绣
vkhg	𬘩
vkhk	缍
vkhz	绰 缒 纴
vkhs	纤 缐
vkhr	绵 陝 缵
vkhv	陬
vkhw	缴
vkjf	给
vkjj	绝
vkjx	绉
vkjc	缘
vkjs	缎
vkqg	绂 陠
vkqy	纮
vkxk	红
vkxh	纱
vkxj	纸
vkxx	缥
vkxs	缪
vkzf	结
vkzt	塦
vkzl	纥
vkzg	𫄧
vkzx	绥
vkzr	缬
vkzv	缓 绶
vkcf	绍
vkcd	绬
vkcj	绁
vkcq	缄
vkcc	缛
vkcv	绀
vksp	缫
vksf	绱
vksd	续
vkst	缁
vksk	陘
vksh	绹
vksq	绡
vksr	绪 绚 缗
vksv	绑
vkrb	绲
vkrp	陳
vkrm	缊
vkrj	隁
vkrz	缇
vkrr	纵 陜
vkrv	缦
vkrw	敶
vkry	绘 螴
vkvd	纬
vkvn	绎
vkvk	经
vkvj	缆
vkvq	线 𬘬
vkvr	绩
vkvv	缀
vkvy	纭
vkwm	绛
vkwf	络 绺 缟
vkwd	缞 𬙋
vkwn	缡 𬘯
vkwz	缝
vkws	统
vkwv	终
vkwy	纹
vkyf	绐
vkyq	𫄸
vkys	绕
vkyr	𫄨
vkyv	𦈡
vkyy	绷
vhfy	蚃
vhnd	隩
vhnt	陞
vhnr	陹
vhld	表
vhgg	饗
vhgx	嚮
vhgr	響
vhgv	鄉
vhgy	蠁
vhkg	隵
vhkk	隑
vhkv	鄊
vhhv	鄕
vhjv	郷
vhsk	陲
vhrg	飨
vhrw	隍
vjmr	陥
vjfr	險 険
vjnc	陯
vjlt	墬
vjlg	毒
vjlx	纛
vjgg	陊
vjqd	隃
vjxl	隐
vjxk	隉
vjcj	陒
vjsk	险
vjvx	際
vqbg	陇
vqbz	靛
vqms	汬 靚
vqnq	鶄
vqjm	静
vqjj	靘
vqqp	靝
vqqt	堕
vqqz	随
vqxt	墮
vqxk	隓
vqxh	嶞
vqxq	隋
vqxz	隨
vqxs	隳
vqzm	靜
vqss	靗
vqrg	刱
vxfz	躄
vxdp	糪
vxdf	礕
vxnq	鷿 鸊
vxnx	鼊
vxln	孹
vxkd	刭
vxkh	劲 巯
vxkz	迳
vxkr	颈
vxhq	隲
vxjg	阺
vxrx	隙
vxvx	祘
vxwd	襞
vxwg	璧
vxyx	繴
vzmv	阼
vzdj	陁
vzlc	隯
vzxp	檃 櫽
vzxl	隱 隠
vclj	阨
vcxq	隇
vcvd	陙
vsft	隚
vsfj	鼋
vsdb	頑
vsdp	陱
vsdr	顽
vsnx	黿
vshc	陦
vsqr	陼
